date,email,profile id,success,crawl time
2019-11-26T16:30:42.185Z,d41d8cd98f00b204e9800998ecf8427e,d41d8cd98f00b204e9800998ecf8427e,false,0
2019-11-26T16:31:03.160Z,d41d8cd98f00b204e9800998ecf8427e,d41d8cd98f00b204e9800998ecf8427e,false,0
